timestamp,ro_reject_tds,ro_reject_temperature,ro_reject_level,ro_reject_flow,rainwater_tds,rainwater_temperature,rainwater_level,rainwater_flow,blend_ratio_ro,blend_ratio_rain,blended_tds,blended_temperature,blended_level,blended_flow,target_tds,use_case,is_optimal,anomaly_detected,tds_change_rate,predicted_tds_60s
2025-01-03T18:50:00,758.37,27.84,82.75,2.857,80.72,20.39,64.46,3.248,0.95,0.05,724.5,27.68,58.42,3.088,1000,toilet,0,0,0.1453,726.92
2025-01-03T18:52:00,722.57,26.11,85.79,2.794,73.02,19.64,70.22,3.051,0.68,0.32,514.7,23.81,58.88,2.65,400,toilet,0,0,-0.3136,490.42
2025-01-03T18:54:00,746.66,27.13,84.03,2.457,75.96,20.17,68.49,2.781,0.95,0.05,713.1,27.46,61.3,2.275,2000,toilet,0,0,0.5527,743.13
2025-01-03T18:56:00,828.09,25.86,86.15,2.007,85.71,20.22,67.79,2.69,0.57,0.43,508.9,23.26,61.4,2.425,400,toilet,0,0,0.3929,531.62
2025-01-03T18:58:00,793.41,26.7,83.26,2.774,71.48,20.17,68.19,3.706,0.95,0.05,757.3,26.67,59.62,2.525,700,toilet,1,0,-0.2804,741.33
2025-01-03T19:00:00,737.59,26.32,83.21,2.35,80.73,20.15,73.09,3.223,0.95,0.05,704.8,26.13,58.17,2.362,700,toilet,1,0,-0.4272,693.19
2025-01-03T19:02:00,717.16,25.62,81.86,2.698,75.29,19.97,69.08,3.235,0.68,0.32,511.8,24.05,62.99,2.893,400,toilet,0,0,0.3508,538.44
2025-01-03T19:04:00,799.0,25.78,84.31,2.099,72.63,19.79,69.29,3.083,0.95,0.05,762.7,25.73,59.86,1.977,1000,toilet,0,0,0.0141,767.03
2025-01-03T19:06:00,792.62,26.52,84.44,2.437,81.94,19.75,67.74,2.857,0.6,0.4,508.3,23.38,64.69,2.467,400,toilet,0,0,-0.2612,487.8
2025-01-03T19:08:00,736.9,26.7,85.4,2.461,75.38,20.32,69.85,3.059,0.95,0.05,703.8,26.53,61.8,2.539,700,toilet,1,0,-0.5057,683.26
2025-01-03T19:10:00,746.39,26.33,82.66,2.494,69.24,20.63,65.96,2.889,0.95,0.05,712.5,25.6,61.47,2.74,1500,toilet,0,0,-0.2086,698.81
2025-01-03T19:12:00,746.09,26.45,83.37,2.901,79.81,20.27,66.48,2.764,0.95,0.05,712.8,26.21,61.21,2.998,1000,toilet,0,0,-0.4068,684.0
2025-01-03T19:14:00,778.83,25.59,84.99,2.386,70.92,20.53,68.84,2.842,0.95,0.05,743.4,25.05,61.14,2.51,700,toilet,1,0,-0.2233,723.69
2025-01-03T19:16:00,764.81,26.63,89.34,2.211,71.96,20.37,69.41,3.143,0.95,0.05,730.2,26.07,62.71,2.389,2000,toilet,0,0,0.2082,741.83
2025-01-03T19:18:00,780.72,25.32,86.35,2.476,77.6,20.64,69.83,2.804,0.95,0.05,745.6,25.13,58.97,2.737,1500,toilet,0,0,0.3471,772.96
2025-01-03T19:20:00,767.52,25.82,85.79,2.029,80.92,20.59,67.49,3.268,0.95,0.05,733.2,25.75,61.23,2.046,2000,toilet,0,0,-0.0895,729.63
2025-01-03T19:22:00,745.49,24.92,83.26,2.8,75.23,20.13,70.42,2.814,0.95,0.05,712.0,24.86,61.93,2.695,1500,toilet,0,0,0.3489,741.87
2025-01-03T19:24:00,791.57,25.44,84.93,2.563,78.22,20.13,69.68,3.605,0.95,0.05,755.9,25.32,58.79,2.77,1000,toilet,0,0,0.0768,760.32
2025-01-03T19:26:00,738.89,25.44,82.95,2.659,72.17,21.07,73.93,3.387,0.66,0.34,512.2,24.13,65.18,2.737,400,toilet,0,0,-0.2482,504.78
2025-01-03T19:28:00,783.52,26.16,84.04,2.944,80.0,20.35,71.47,2.848,0.95,0.05,748.3,26.2,63.48,3.082,700,toilet,1,0,0.2864,773.85
2025-01-03T19:30:00,731.56,24.86,82.83,2.61,73.01,20.88,73.33,3.288,0.67,0.33,514.2,23.32,65.75,2.893,400,toilet,0,0,0.3094,530.19
2025-01-03T19:32:00,787.89,26.63,85.01,2.374,76.88,19.94,72.43,2.723,0.95,0.05,752.3,26.36,59.97,2.555,2000,toilet,0,0,0.5531,779.97
2025-01-03T19:34:00,797.65,25.86,85.88,2.315,71.08,20.05,67.9,3.101,0.61,0.39,514.3,23.66,61.42,2.461,400,toilet,0,0,0.1513,526.88
2025-01-03T19:36:00,810.01,25.69,81.92,2.579,74.41,19.91,71.63,3.211,0.95,0.05,773.2,25.91,59.55,2.791,2000,toilet,0,0,-0.4367,739.6
2025-01-03T19:38:00,809.41,25.54,86.75,2.371,73.63,20.38,68.86,2.854,0.95,0.05,772.6,25.1,61.62,2.471,1000,toilet,0,0,-0.0522,771.13
2025-01-03T19:40:00,746.42,25.84,83.81,2.455,75.11,20.39,71.49,3.217,0.95,0.05,712.9,25.21,59.55,2.478,700,toilet,1,0,0.0063,712.9
2025-01-03T19:42:00,816.47,24.62,86.36,2.437,69.45,19.34,70.18,2.886,0.95,0.05,779.1,24.81,59.71,2.395,2000,toilet,0,0,-0.1831,765.04
2025-01-03T19:44:00,840.42,26.07,85.7,2.93,68.98,20.22,74.71,3.25,0.95,0.05,801.8,26.14,61.77,2.823,700,toilet,0,0,0.0303,805.28
2025-01-03T19:46:00,779.52,25.7,83.63,2.87,73.71,20.82,72.05,2.966,0.95,0.05,744.2,25.7,61.26,2.77,700,toilet,1,0,-0.1619,741.85
2025-01-03T19:48:00,760.78,26.67,85.46,2.762,70.21,20.13,73.19,2.662,0.95,0.05,726.2,26.6,55.04,2.828,1000,toilet,0,0,-0.68,688.12
2025-01-03T19:50:00,818.55,25.45,84.69,2.56,73.43,20.61,75.04,3.03,0.95,0.05,781.3,25.46,59.23,2.423,2000,toilet,0,0,-0.2346,772.2
2025-01-03T19:52:00,780.67,25.61,82.99,2.454,75.28,20.07,67.88,3.333,0.95,0.05,745.4,25.18,58.71,2.43,700,toilet,1,0,-0.1308,727.22
2025-01-03T19:54:00,819.43,24.89,84.8,2.404,80.07,20.75,71.89,3.107,0.95,0.05,782.5,24.81,57.88,2.579,700,toilet,1,0,0.2913,797.67
2025-01-03T19:56:00,788.03,25.79,86.08,2.617,78.36,20.26,73.7,2.904,0.95,0.05,752.6,25.39,61.55,2.695,1500,toilet,0,0,-0.1791,738.44
2025-01-03T19:58:00,800.38,24.67,87.23,2.686,72.27,21.13,72.82,2.416,0.95,0.05,764.0,24.74,63.55,2.66,700,toilet,1,0,0.5709,807.2
2025-01-03T20:00:00,806.64,24.69,86.56,2.689,78.95,20.18,68.31,2.99,0.95,0.05,770.3,24.25,58.19,2.571,2000,toilet,0,0,0.1158,776.35
2025-01-03T20:02:00,775.82,25.65,88.19,2.766,69.14,20.2,75.03,3.165,0.63,0.37,514.3,23.3,53.72,3.135,400,toilet,0,0,0.2347,529.19
2025-01-03T20:04:00,784.72,25.65,85.53,2.639,74.3,20.43,70.77,3.37,0.95,0.05,749.2,25.52,58.56,2.867,1000,toilet,0,0,-0.0916,752.59
2025-01-03T20:06:00,793.32,25.15,85.77,2.493,73.85,21.07,70.41,2.644,0.95,0.05,757.3,25.04,61.4,2.519,1500,toilet,0,0,-0.0324,751.82
2025-01-03T20:08:00,769.32,25.8,84.28,2.485,69.13,20.81,71.92,3.184,0.95,0.05,734.3,25.45,55.36,2.517,2000,toilet,0,0,0.1169,741.45
2025-01-03T20:10:00,844.68,25.36,85.71,2.517,68.07,20.97,72.06,2.867,0.95,0.05,805.9,25.05,55.54,2.517,1500,toilet,0,0,-0.1371,800.23
2025-01-03T20:12:00,812.24,24.74,85.69,2.834,73.92,20.81,70.95,2.82,0.95,0.05,775.3,24.61,58.02,2.664,700,toilet,1,0,-0.1111,767.06
2025-01-03T20:14:00,838.36,24.97,84.96,2.584,76.08,20.46,71.16,2.811,0.57,0.43,804.19,23.19,58.08,2.744,400,toilet,0,1,-0.2791,799.65
2025-01-03T20:16:00,799.76,25.52,86.32,3.007,69.2,20.68,79.77,3.341,0.95,0.05,1146.74,25.17,52.16,3.312,2000,floor_cleaning,0,1,0.401,1172.66
2025-01-03T20:18:00,739.01,25.2,86.75,2.364,69.23,20.19,70.81,2.521,0.95,0.05,705.5,24.5,54.82,2.389,1000,toilet,0,0,0.2595,718.77
2025-01-03T20:20:00,778.02,24.75,83.63,2.534,61.62,21.06,71.88,2.879,0.64,0.36,520.1,23.45,54.96,2.572,400,toilet,0,0,0.088,527.58
2025-01-03T20:22:00,838.91,25.36,82.7,2.391,71.6,20.7,76.0,3.112,0.95,0.05,800.5,25.11,56.04,2.274,1000,toilet,0,0,0.3386,829.34
2025-01-03T20:24:00,797.08,25.2,84.14,2.344,65.74,20.23,71.46,3.059,0.95,0.05,760.5,24.97,57.05,2.502,700,toilet,1,0,-0.066,753.34
2025-01-03T20:26:00,847.36,24.75,81.56,2.419,67.11,21.66,76.08,2.645,0.95,0.05,808.3,24.53,55.82,2.528,1500,toilet,0,0,0.5852,841.44
2025-01-03T20:28:00,841.62,24.25,84.35,2.633,69.59,20.55,75.32,2.849,0.95,0.05,803.0,23.94,57.82,2.522,1500,toilet,0,0,0.2132,807.79
2025-01-03T20:30:00,844.72,25.58,83.0,2.629,64.33,20.78,71.64,2.868,0.95,0.05,805.7,25.09,55.27,2.589,2000,toilet,0,0,-0.1134,799.61
2025-01-03T20:32:00,791.43,25.65,84.46,2.34,67.53,20.96,74.17,3.059,0.95,0.05,755.2,25.45,55.0,2.215,700,toilet,1,0,0.0124,763.97
2025-01-03T20:34:00,822.83,24.72,81.97,2.367,67.93,20.95,77.62,2.972,0.95,0.05,785.1,24.59,54.85,2.521,1500,toilet,0,0,0.4824,810.97
2025-01-03T20:36:00,818.67,25.07,84.6,2.638,69.29,20.49,73.45,3.089,0.95,0.05,781.2,24.6,57.6,2.821,2000,toilet,0,0,-0.0549,776.58
2025-01-03T20:38:00,799.22,25.16,82.51,2.435,69.87,21.02,73.03,2.771,0.95,0.05,762.8,25.34,57.56,2.273,1500,toilet,0,0,0.1374,767.36
2025-01-03T20:40:00,877.81,25.28,85.33,2.647,69.93,21.45,73.22,2.812,0.95,0.05,837.4,25.39,54.95,2.592,700,toilet,0,0,-0.1891,834.82
2025-01-03T20:42:00,821.59,25.85,82.29,2.496,66.64,21.57,70.47,3.13,0.95,0.05,783.8,25.52,55.77,2.641,2000,toilet,0,0,0.0603,788.74
2025-01-03T20:44:00,871.06,24.85,84.44,2.431,69.6,20.92,73.36,2.815,0.95,0.05,831.0,25.12,58.71,2.393,1500,toilet,0,0,0.264,850.7
2025-01-03T20:46:00,827.31,25.44,82.8,2.41,67.2,21.11,76.69,3.128,0.95,0.05,789.3,24.95,57.53,2.361,1000,toilet,0,0,-0.1333,778.02
2025-01-03T20:48:00,871.37,24.81,84.4,2.677,75.9,20.72,73.34,2.642,0.95,0.05,831.6,24.74,57.81,2.636,700,toilet,0,0,-0.589,791.03
2025-01-03T20:50:00,841.17,24.45,84.29,2.21,62.86,20.08,73.92,3.303,0.95,0.05,802.3,24.08,54.58,2.295,700,toilet,0,0,0.0285,806.38
2025-01-03T20:52:00,850.59,25.52,82.27,2.717,65.6,21.03,73.77,2.671,0.95,0.05,811.3,25.3,57.5,2.697,700,toilet,0,0,-0.0001,816.43
2025-01-03T20:54:00,818.28,25.58,83.51,2.555,68.71,21.24,73.33,2.924,0.6,0.4,518.5,23.73,54.8,2.86,400,toilet,0,0,0.3589,538.72
2025-01-03T20:56:00,843.59,24.25,83.02,2.733,67.07,22.23,76.16,2.838,0.95,0.05,804.8,24.02,56.16,2.849,2000,toilet,0,0,-0.1145,796.3
2025-01-03T20:58:00,891.31,25.69,81.05,2.334,65.31,20.57,75.42,3.18,0.95,0.05,850.0,26.0,50.9,2.368,2000,toilet,0,0,0.121,848.47
2025-01-03T21:00:00,841.44,25.82,85.17,2.616,62.24,21.09,74.0,2.997,0.95,0.05,802.5,25.87,52.86,2.481,1000,toilet,0,0,-0.5425,776.6
2025-01-03T21:02:00,844.51,26.64,84.2,2.552,67.49,20.91,74.31,3.379,0.95,0.05,805.7,26.37,51.7,2.439,1000,toilet,0,0,0.202,821.15
2025-01-03T21:04:00,867.45,26.06,84.13,2.525,72.17,21.02,74.74,3.091,0.56,0.44,517.5,23.92,53.16,2.781,400,toilet,0,0,0.5838,549.36
2025-01-03T21:06:00,864.98,25.38,83.19,2.233,69.1,21.54,77.49,3.156,0.95,0.05,825.2,24.65,54.52,2.345,700,toilet,0,0,0.4453,858.67
2025-01-03T21:08:00,828.96,24.67,86.84,2.803,66.83,21.35,76.78,3.07,0.95,0.05,790.9,25.49,55.81,3.016,2000,toilet,0,0,-0.5534,765.37
2025-01-03T21:10:00,906.31,24.69,86.15,2.51,66.15,21.39,82.2,3.187,0.95,0.05,864.3,24.38,49.34,2.634,2000,toilet,0,0,-0.3188,851.69
2025-01-03T21:12:00,817.96,25.07,83.67,2.851,68.61,21.24,77.31,2.813,0.95,0.05,780.5,25.01,51.9,2.92,1000,toilet,0,0,0.0889,790.44
2025-01-03T21:14:00,897.86,25.12,79.37,2.352,67.71,21.62,77.98,3.274,0.95,0.05,856.3,24.85,51.99,2.499,700,toilet,0,0,-0.3207,840.05
2025-01-03T21:16:00,804.57,24.9,81.8,2.656,67.58,21.41,73.49,2.974,0.95,0.05,767.7,24.56,56.75,2.612,2000,toilet,0,0,0.0404,770.39
2025-01-03T21:18:00,855.25,24.93,81.12,2.25,64.87,21.91,78.97,2.973,0.95,0.05,815.7,24.84,53.2,2.403,2000,toilet,0,0,-0.0556,815.93
2025-01-03T21:20:00,844.43,25.52,83.63,2.283,62.46,22.0,73.33,2.744,0.95,0.05,805.3,25.16,55.32,2.393,700,toilet,0,0,-0.2769,786.93
2025-01-03T21:22:00,815.31,24.24,83.12,2.394,71.38,20.98,77.53,2.769,0.95,0.05,778.1,24.09,53.73,2.372,700,toilet,1,0,0.0676,787.48
2025-01-03T21:24:00,900.71,24.41,82.53,2.36,62.11,21.15,77.63,3.009,0.95,0.05,858.8,24.56,51.03,2.345,1000,toilet,1,0,0.5537,884.61
2025-01-03T21:26:00,845.08,24.69,82.22,2.42,58.88,21.3,77.37,2.904,0.95,0.05,805.8,24.28,51.44,2.449,1500,toilet,0,0,-0.1392,800.11
2025-01-03T21:28:00,936.59,24.42,82.06,2.291,65.07,22.24,78.91,3.027,0.95,0.05,893.0,24.66,52.28,2.277,700,toilet,0,0,-0.2728,877.22
2025-01-03T21:30:00,885.03,25.0,83.16,2.713,68.36,21.48,79.72,3.4,0.55,0.45,517.5,23.18,54.18,2.989,400,toilet,0,0,0.0146,522.5
2025-01-03T21:32:00,819.74,26.13,82.66,2.377,63.27,21.7,82.28,3.521,0.95,0.05,781.9,26.1,47.59,2.113,700,toilet,1,0,0.0817,787.26
2025-01-03T21:34:00,841.14,26.01,82.34,2.244,61.46,21.37,81.16,2.948,0.95,0.05,802.2,25.74,53.36,2.303,1500,toilet,0,0,-0.2847,785.91
2025-01-03T21:36:00,860.38,25.65,80.77,2.606,61.86,21.24,75.85,2.915,0.95,0.05,820.5,26.1,53.28,2.581,2000,toilet,0,0,-0.2033,815.16
2025-01-03T21:38:00,903.79,25.81,81.5,2.735,63.81,21.27,77.27,2.712,0.54,0.46,517.4,22.97,52.38,2.557,400,toilet,0,0,-0.1085,509.63
2025-01-03T21:40:00,867.39,25.43,82.46,2.555,68.76,21.88,78.71,3.336,0.95,0.05,827.5,25.55,50.76,2.556,700,toilet,0,0,0.0001,833.75
2025-01-03T21:42:00,857.64,25.68,79.41,2.342,61.42,23.04,74.9,3.273,0.95,0.05,817.8,25.69,50.4,2.664,700,toilet,0,0,-0.4976,786.91
2025-01-03T21:44:00,854.79,25.51,78.34,2.688,63.31,22.59,77.76,3.023,0.95,0.05,815.2,25.3,50.01,2.794,700,toilet,0,0,0.4709,838.2
2025-01-03T21:46:00,906.39,25.79,82.76,2.364,69.85,21.76,81.0,3.125,0.95,0.05,864.6,26.02,49.33,2.327,700,toilet,0,0,0.0263,872.87
2025-01-03T21:48:00,867.29,24.76,79.38,2.269,57.98,22.12,77.28,3.307,0.95,0.05,826.8,24.51,51.23,2.403,1000,toilet,0,0,-0.0955,822.47
2025-01-03T21:50:00,871.62,25.47,77.9,2.455,64.9,21.48,81.52,2.713,0.95,0.05,831.3,25.52,51.95,2.473,700,toilet,0,0,-0.3861,814.27
2025-01-03T21:52:00,900.72,24.32,82.54,2.364,62.62,22.96,75.98,3.161,0.95,0.05,858.8,24.61,48.84,2.18,2000,toilet,0,0,-0.135,842.86
2025-01-03T21:54:00,869.6,25.37,82.42,2.218,58.59,22.19,79.64,2.846,0.57,0.43,520.9,24.01,51.08,2.627,400,toilet,0,0,-0.2223,506.15
2025-01-03T21:56:00,954.97,25.26,81.27,2.595,60.52,21.96,80.08,2.805,0.95,0.05,910.2,25.12,54.93,2.632,1000,toilet,1,0,-0.2601,887.86
2025-01-03T21:58:00,946.38,25.96,77.8,2.308,64.02,22.38,73.31,3.445,0.95,0.05,902.3,25.72,50.04,2.362,1500,toilet,0,0,0.206,911.7
2025-01-03T22:00:00,917.06,25.18,77.06,2.703,61.44,21.72,77.99,3.325,0.95,0.05,874.3,25.17,49.39,2.871,700,toilet,0,0,0.07,878.32
2025-01-03T22:02:00,946.8,25.56,80.08,2.499,63.61,21.98,79.13,2.899,0.95,0.05,902.6,25.09,51.39,2.59,1000,toilet,1,0,0.253,919.17
2025-01-03T22:04:00,899.45,25.29,80.2,2.467,63.13,22.03,77.0,3.196,0.54,0.46,514.7,23.55,53.24,2.728,400,toilet,0,0,0.3404,524.58
2025-01-03T22:06:00,834.74,26.31,77.02,2.441,58.79,22.95,76.11,2.337,0.95,0.05,795.9,26.66,48.09,2.271,700,toilet,1,0,0.2319,811.01
2025-01-03T22:08:00,927.18,26.13,78.83,2.501,67.72,22.03,77.63,2.936,0.95,0.05,1647.82,26.01,49.95,2.507,1500,irrigation,1,1,0.3306,1672.25
2025-01-03T22:10:00,863.16,26.13,77.17,2.52,59.09,21.83,77.17,3.032,0.95,0.05,823.0,25.96,48.57,2.506,700,toilet,0,0,0.1882,836.99
2025-01-03T22:12:00,877.78,26.88,78.19,2.446,62.16,22.17,74.66,3.039,0.95,0.05,837.0,26.76,49.25,2.416,1000,toilet,0,0,-0.0975,833.26
2025-01-03T22:14:00,908.95,25.05,78.99,2.416,67.08,22.36,81.0,2.947,0.95,0.05,1513.46,25.23,47.27,2.358,700,irrigation,0,1,0.0009,1515.64
2025-01-03T22:16:00,891.66,25.91,77.22,2.536,62.05,22.69,83.67,2.644,0.95,0.05,850.2,25.6,49.28,2.432,1000,toilet,1,0,0.0773,858.09
2025-01-03T22:18:00,959.72,25.78,77.78,2.514,65.64,22.13,78.76,2.8,0.5,0.5,1261.33,24.03,51.67,2.511,400,floor_cleaning,0,1,0.5906,1291.15
2025-01-03T22:20:00,918.67,25.66,75.99,2.416,66.23,22.1,79.64,2.982,0.95,0.05,876.0,25.03,51.05,2.263,2000,toilet,0,0,-0.3182,861.6
2025-01-03T22:22:00,925.11,25.93,75.04,2.539,65.66,22.41,82.03,2.797,0.95,0.05,882.1,26.02,52.11,2.501,2000,toilet,0,0,-0.2961,867.1
2025-01-03T22:24:00,971.64,25.96,76.51,2.607,63.71,22.72,80.62,3.038,0.95,0.05,926.2,25.49,49.36,2.476,1500,toilet,0,0,0.5952,960.73
2025-01-03T22:26:00,951.97,26.62,76.92,2.368,66.27,22.31,78.12,2.925,0.51,0.49,518.0,24.14,50.1,2.746,400,toilet,0,0,0.1094,529.2
2025-01-03T22:28:00,919.81,26.13,77.35,2.484,60.67,22.83,78.29,2.778,0.95,0.05,876.9,25.94,47.21,2.361,1000,toilet,1,0,-0.1753,865.37
2025-01-03T22:30:00,978.59,26.26,76.05,2.547,59.97,22.35,78.08,2.562,0.95,0.05,932.7,26.19,48.58,2.6,1000,toilet,1,0,-0.1749,912.46
2025-01-03T22:32:00,982.45,26.89,76.44,2.377,61.69,23.46,80.63,2.641,0.5,0.5,522.1,25.38,45.51,2.465,400,toilet,0,0,0.0979,524.06
2025-01-03T22:34:00,974.16,26.64,76.14,2.172,60.16,23.3,78.2,3.028,0.5,0.5,517.2,25.48,46.15,2.409,400,toilet,0,0,0.3125,531.77
2025-01-03T22:36:00,956.19,25.29,74.36,2.455,57.76,22.14,80.24,3.489,0.95,0.05,911.3,25.53,47.64,2.588,1000,toilet,1,0,-0.439,889.43
2025-01-03T22:38:00,960.17,25.88,73.15,2.864,56.99,23.19,73.28,2.919,0.95,0.05,915.0,25.92,45.14,2.626,1000,toilet,1,0,0.5993,950.36
2025-01-03T22:40:00,982.79,26.09,75.1,2.529,55.27,22.48,76.07,3.158,0.94,0.06,927.1,25.39,45.19,2.383,700,toilet,0,0,0.2698,952.62
2025-01-03T22:42:00,945.8,25.61,72.57,2.531,58.29,22.16,78.12,3.261,0.52,0.48,519.8,23.58,49.21,2.715,400,toilet,0,0,-0.0222,518.63
2025-01-03T22:44:00,927.87,25.59,74.61,2.486,55.06,22.47,83.83,3.147,0.95,0.05,884.2,25.28,47.2,2.806,700,toilet,0,0,0.1042,892.84
2025-01-03T22:46:00,906.65,25.62,74.06,2.266,59.13,23.08,79.86,2.891,0.95,0.05,864.3,25.4,47.05,2.262,1500,toilet,0,0,-0.2919,844.75
2025-01-03T22:48:00,928.1,25.53,75.14,2.407,62.12,22.86,79.92,3.201,0.95,0.05,884.8,25.26,44.03,2.572,2000,toilet,0,0,0.2604,901.1
2025-01-03T22:50:00,974.75,27.03,71.46,2.599,59.94,22.07,82.07,2.96,0.95,0.05,929.0,26.4,45.73,2.39,1500,toilet,0,0,-0.2154,913.11
2025-01-03T22:52:00,1002.75,26.47,71.44,2.652,61.81,22.33,77.05,3.137,0.95,0.05,955.7,25.8,45.03,2.519,1000,toilet,1,0,0.0219,945.04
2025-01-03T22:54:00,964.95,26.25,74.95,2.528,64.04,22.38,77.23,2.906,0.95,0.05,919.9,25.81,44.09,2.519,2000,toilet,0,0,-0.3176,896.77
2025-01-03T22:56:00,973.34,26.08,73.38,2.543,59.77,23.05,77.81,2.521,0.95,0.05,927.7,26.14,46.92,2.375,1500,toilet,0,0,0.0225,917.42
2025-01-03T22:58:00,933.88,26.13,72.44,2.504,58.69,22.69,78.21,2.712,0.53,0.47,522.5,24.38,44.75,2.645,400,toilet,0,0,0.1425,523.39
2025-01-03T23:00:00,949.97,26.55,72.03,2.658,56.15,23.1,81.87,3.271,0.95,0.05,905.3,26.37,47.51,2.818,2000,toilet,0,0,0.2514,912.33
2025-01-03T23:02:00,1024.65,26.17,71.77,2.351,59.87,22.75,78.94,3.22,0.48,0.52,523.0,24.68,43.35,2.84,400,toilet,0,0,0.0317,524.55
2025-01-03T23:04:00,985.24,27.36,71.13,2.164,52.31,23.36,79.08,2.936,0.95,0.05,938.6,27.04,43.09,1.991,1000,toilet,1,0,0.0635,946.13
2025-01-03T23:06:00,1001.6,26.88,72.26,2.446,59.5,22.89,81.62,2.63,0.49,0.51,521.1,24.84,44.46,2.541,400,toilet,0,0,-0.5486,482.57
2025-01-03T23:08:00,976.01,26.73,71.62,2.553,57.68,22.66,78.95,2.779,0.95,0.05,930.1,26.69,47.04,2.619,1000,toilet,1,0,0.3718,948.35
2025-01-03T23:10:00,1012.14,27.01,70.02,2.743,56.96,23.1,80.07,2.828,0.95,0.05,964.4,26.71,44.17,2.991,2000,toilet,0,0,0.4426,993.9
2025-01-03T23:12:00,1015.61,26.81,68.82,2.528,52.78,23.27,77.02,3.375,0.91,0.09,929.0,26.63,44.26,2.554,700,toilet,0,0,-0.0177,921.08
2025-01-03T23:14:00,979.82,25.85,72.45,2.429,55.54,23.96,78.69,3.207,0.95,0.05,933.6,25.45,45.5,2.444,1000,toilet,1,0,-0.1237,931.72
2025-01-03T23:16:00,986.28,26.69,69.93,2.71,57.79,22.93,79.2,3.058,0.5,0.5,522.0,24.94,42.95,3.085,400,toilet,0,0,-0.1868,507.62
2025-01-03T23:18:00,1023.66,28.02,69.31,2.373,64.42,23.56,79.79,3.124,0.95,0.05,975.7,27.95,42.1,2.281,1000,toilet,1,0,0.1405,987.11
2025-01-03T23:20:00,993.66,27.59,71.67,2.243,56.04,23.7,79.4,3.233,0.5,0.5,524.9,25.86,40.1,2.791,400,toilet,0,0,-0.2013,509.66
2025-01-03T23:22:00,947.22,27.19,70.06,2.618,49.65,22.0,78.7,3.299,0.95,0.05,902.3,27.05,44.1,2.718,1000,toilet,1,0,-0.0312,908.89
2025-01-03T23:24:00,1030.51,27.25,70.38,2.437,53.48,22.97,77.93,3.139,0.48,0.52,522.5,24.9,44.75,2.885,400,toilet,0,0,-0.3225,507.49
2025-01-03T23:26:00,1001.06,27.4,70.09,2.565,58.08,23.4,79.47,2.331,0.95,0.05,953.9,27.1,46.91,2.667,2000,toilet,0,0,-0.203,932.01
2025-01-03T23:28:00,972.69,26.99,67.6,2.307,54.79,22.86,76.44,2.85,0.95,0.05,926.8,26.72,44.35,2.467,700,toilet,0,0,0.2039,944.7
2025-01-03T23:30:00,1057.85,27.04,68.24,2.263,53.24,23.09,79.83,2.915,0.87,0.13,927.3,27.01,45.77,2.304,700,toilet,0,0,-0.3137,912.44
2025-01-03T23:32:00,1026.89,27.53,69.51,2.337,58.34,24.35,82.01,2.608,0.48,0.52,523.2,25.85,43.53,2.731,400,toilet,0,0,0.2062,530.87
2025-01-03T23:34:00,971.18,25.92,69.88,2.258,54.49,23.01,81.83,2.646,0.95,0.05,925.3,25.65,45.07,2.221,700,toilet,0,0,0.005,930.54
2025-01-03T23:36:00,1052.05,27.06,67.63,2.442,48.68,24.17,78.84,2.705,0.95,0.05,1001.9,27.0,43.45,2.309,1000,floor_cleaning,1,0,-0.5231,971.97
2025-01-03T23:38:00,1035.51,27.31,68.55,2.662,56.08,24.2,77.09,3.134,0.89,0.11,927.8,26.82,46.83,2.568,700,toilet,0,0,-0.0241,923.56
2025-01-03T23:40:00,1019.76,26.59,67.6,2.624,50.23,24.21,73.8,2.347,0.9,0.1,1512.87,26.37,45.73,2.601,700,irrigation,0,1,-0.229,1499.41
2025-01-03T23:42:00,1075.54,27.84,65.0,2.452,54.18,23.78,76.66,2.96,0.95,0.05,1024.5,27.21,39.71,2.485,2000,floor_cleaning,0,0,0.3806,1042.71
2025-01-03T23:44:00,1064.5,27.33,69.14,2.444,56.41,23.38,80.58,2.928,0.95,0.05,1014.1,27.24,43.49,2.459,1500,floor_cleaning,0,0,-0.0565,1014.55
2025-01-03T23:46:00,981.61,28.03,65.96,2.774,55.54,24.07,76.28,2.938,0.94,0.06,926.0,27.45,37.66,2.873,700,toilet,0,0,-0.1068,922.22
2025-01-03T23:48:00,990.79,28.63,64.33,2.641,57.13,23.75,80.38,3.145,0.95,0.05,944.1,28.84,41.2,2.683,1500,toilet,0,0,0.3777,965.66
2025-01-03T23:50:00,1014.8,27.19,64.3,2.723,58.72,22.9,77.56,2.62,0.91,0.09,928.7,26.16,39.48,2.763,700,toilet,0,0,-0.3404,907.7
2025-01-03T23:52:00,1138.47,27.66,65.76,2.787,53.84,24.89,76.64,3.094,0.43,0.57,520.2,25.76,40.39,3.017,400,toilet,0,0,0.0529,517.49
2025-01-03T23:54:00,1072.51,27.93,66.28,2.555,54.9,23.69,76.3,2.749,0.46,0.54,523.0,26.1,39.68,2.811,400,toilet,0,0,-0.4907,490.81
2025-01-03T23:56:00,1040.46,28.33,63.93,2.371,54.35,23.76,78.67,3.192,0.95,0.05,991.2,27.66,42.89,2.434,1500,toilet,0,0,0.6981,1037.26
2025-01-03T23:58:00,967.21,27.46,66.65,2.613,49.68,23.94,78.07,3.245,0.95,0.05,921.3,27.85,43.77,2.788,2000,toilet,0,0,0.2123,927.04
